id,college,team_that_season,season_id,year,game_type,first_name,last_name,position,archetype,position_two,archetype_two,height,weight,age,stars,city,high_school,state,personality,work_ethic,overall_grade,agility_grade,speed_grade,carrying_grade,catching_grade,football_iq_grade,route_running_grade,zone_coverage_grade,man_coverage_grade,strength_grade,tackle_grade,pass_block_grade,run_block_grade,pass_rush_grade,run_defense_grade,throw_power_grade,throw_accuracy_grade,kick_power_grade,kick_accuracy_grade,punt_power_grade,punt_accuracy_grade,relative_id,relative_type,notes,passing_yards,pass_attempts,pass_completions,passing_t_ds,interceptions,longest_pass,sacks,rush_attempts,rushing_yards,rushing_t_ds,fumbles,longest_rush,targets,catches,receiving_yards,receiving_t_ds,longest_reception,solo_tackles,assisted_tackles,tackles_for_loss,sacks_made,forced_fumbles,recovered_fumbles,pass_deflections,interceptions_caught,safeties,defensive_t_ds,fg_made,fg_attempts,longest_fg,extra_points_made,extra_points_attempted,kickoff_touchbacks,punts,punt_touchbacks,punts_inside20,kick_returns,kick_return_t_ds,kick_return_yards,punt_returns,punt_return_t_ds,punt_return_yards,st_solo_tackles,st_assisted_tackles,punts_blocked,fg_blocked,snaps,pancakes,sacks_allowed,played_game,started_game,games_played,qb_rating,tackles,rushing_avg,passing_avg,receiving_avg,completion,created_at,was_injured,weeks_of_recovery,injury_type,gross_punt_distance,net_punt_distance,is_redshirt
19981,TLNE,TLNE,3,2023,3,Kevin,Robles,ILB,Field General,,,74,236,23,5,West Palm Beach,Palm Beach Lakes,FL,Average,Average,A,A+,A+,A,B,A,C-,A-,B,B+,A+,D,F,A+,B,A+,A,D+,C-,D,B-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,45:44.0,0,0,,0,0,0
19981,TLNE,TLNE,5,4,2,Kevin,Robles,ILB,Field General,,,74,236,23,5,West Palm Beach,Palm Beach Lakes,FL,Average,Average,A,A+,A+,A,B,A,C-,A-,B,B+,A+,D,F,A+,B,A+,A,D+,C-,D,B-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,0,0,12,0,76,0,0,0,0,00:16.9,0,0,,0,0,0
19981,TLNE,TLNE,5,4,3,Kevin,Robles,ILB,Field General,,,74,236,23,5,West Palm Beach,Palm Beach Lakes,FL,Average,Average,A,A+,A+,A,B,A,C-,A-,B,B+,A+,D,F,A+,B,A+,A,D+,C-,D,B-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,2,0,6,0,0,0,0,00:23.1,0,0,,0,0,0
19981,TLNE,TLNE,6,5,2,Kevin,Robles,ILB,Field General,,,74,236,23,5,West Palm Beach,Palm Beach Lakes,FL,Average,Average,A,A+,A+,A,B,A,C-,A-,B,B+,A+,D,F,A+,B,A+,A,D+,C-,D,B-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,12,0,51,0,0,0,0,02:23.5,0,0,,0,0,0
19981,TLNE,TLNE,6,5,3,Kevin,Robles,ILB,Field General,,,74,236,23,5,West Palm Beach,Palm Beach Lakes,FL,Average,Average,A,A+,A+,A,B,A,C-,A-,B,B+,A+,D,F,A+,B,A+,A,D+,C-,D,B-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,4,0,21,0,0,0,0,01:49.5,0,0,,0,0,0
19985,PNST,PNST,3,2,2,Hisashi,Rudock,OLB,Coverage,ILB,Coverage,73,235,23,5,Wyomissing,Wyomissing,PA,Stoic,Average,A,B-,A-,C+,B,A+,C-,A,A+,B,A+,F,C-,B,A+,A+,B,C-,F,C-,C,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,10,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,883,0,0,0,0,12,0,45,0,0,0,0,46:48.6,0,0,,0,0,0
19985,PNST,PNST,4,3,2,Hisashi,Rudock,OLB,Coverage,ILB,Coverage,73,235,23,5,Wyomissing,Wyomissing,PA,Stoic,Average,A,B-,A-,C+,B,A+,C-,A,A+,B,A+,F,C-,B,A+,A+,B,C-,F,C-,C,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,7,9.5,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,746,0,0,0,0,12,0,53,0,0,0,0,00:30.7,0,0,,0,0,0
19985,PNST,PNST,4,2024,3,Hisashi,Rudock,OLB,Coverage,ILB,Coverage,73,235,23,5,Wyomissing,Wyomissing,PA,Stoic,Average,A,B-,A-,C+,B,A+,C-,A,A+,B,A+,F,C-,B,A+,A+,B,C-,F,C-,C,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,1,0,0,0,0,0,0,29:56.5,0,0,,0,0,0
19985,PNST,PNST,3,2023,3,Hisashi,Rudock,OLB,Coverage,ILB,Coverage,73,235,23,5,Wyomissing,Wyomissing,PA,Stoic,Average,A,B-,A-,C+,B,A+,C-,A,A+,B,A+,F,C-,B,A+,A+,B,C-,F,C-,C,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,1,0,0,0,0,0,0,42:31.3,0,0,,0,0,0
19985,PNST,PNST,5,4,2,Hisashi,Rudock,OLB,Coverage,ILB,Coverage,73,235,23,5,Wyomissing,Wyomissing,PA,Stoic,Average,A,B-,A-,C+,B,A+,C-,A,A+,B,A+,F,C-,B,A+,A+,B,C-,F,C-,C,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,12,0,49,0,0,0,0,05:18.0,0,0,,0,0,0
19985,PNST,PNST,5,4,3,Hisashi,Rudock,OLB,Coverage,ILB,Coverage,73,235,23,5,Wyomissing,Wyomissing,PA,Stoic,Average,A,B-,A-,C+,B,A+,C-,A,A+,B,A+,F,C-,B,A+,A+,B,C-,F,C-,C,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,6,0,19,0,0,0,0,01:20.4,0,0,,0,0,0
19985,PNST,PNST,6,5,2,Hisashi,Rudock,OLB,Coverage,ILB,Coverage,73,235,23,5,Wyomissing,Wyomissing,PA,Stoic,Average,A,B-,A-,C+,B,A+,C-,A,A+,B,A+,F,C-,B,A+,A+,B,C-,F,C-,C,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,11.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,12,0,34,0,0,0,0,02:58.0,0,0,,0,0,0
19985,PNST,PNST,6,5,3,Hisashi,Rudock,OLB,Coverage,ILB,Coverage,73,235,23,5,Wyomissing,Wyomissing,PA,Stoic,Average,A,B-,A-,C+,B,A+,C-,A,A+,B,A+,F,C-,B,A+,A+,B,C-,F,C-,C,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,8.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,6,0,23,0,0,0,0,00:16.7,0,0,,0,0,0
19987,STAN,STAN,3,2,2,Mikal,Cingrani,ILB,Coverage,,,74,233,23,5,Chico,Chico,CA,Average,Average,C,A+,A,A-,B-,C+,C-,A,A+,B,A+,D-,F,A+,B,B+,A,F,F,D,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,12,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,12,0,51,0,0,0,0,42:07.6,0,0,,0,0,0
19987,STAN,STAN,4,3,2,Mikal,Cingrani,ILB,Coverage,,,74,233,23,5,Chico,Chico,CA,Average,Average,C,A+,A,A-,B-,C+,C-,A,A+,B,A+,D-,F,A+,B,B+,A,F,F,D,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,0,0,0,12,0,70,0,0,0,0,01:23.4,0,0,,0,0,0
19987,STAN,STAN,4,2024,3,Mikal,Cingrani,ILB,Coverage,,,74,233,23,5,Chico,Chico,CA,Average,Average,C,A+,A,A-,B-,C+,C-,A,A+,B,A+,D-,F,A+,B,B+,A,F,F,D,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,0,0,32:47.3,0,0,,0,0,0
19987,STAN,STAN,5,4,2,Mikal,Cingrani,ILB,Coverage,,,74,233,23,5,Chico,Chico,CA,Average,Average,C,A+,A,A-,B-,C+,C-,A,A+,B,A+,D-,F,A+,B,B+,A,F,F,D,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,12,0,70,0,0,0,0,42:15.2,0,0,,0,0,0
19987,STAN,STAN,5,4,3,Mikal,Cingrani,ILB,Coverage,,,74,233,23,5,Chico,Chico,CA,Average,Average,C,A+,A,A-,B-,C+,C-,A,A+,B,A+,D-,F,A+,B,B+,A,F,F,D,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,0,0,0,0,04:57.0,0,0,,0,0,0
19987,STAN,STAN,6,5,2,Mikal,Cingrani,ILB,Coverage,,,74,233,23,5,Chico,Chico,CA,Average,Average,C,A+,A,A-,B-,C+,C-,A,A+,B,A+,D-,F,A+,B,B+,A,F,F,D,D-,0,0,,0,0,0,0,0,0,0,4,22,0,0,7,1,0,0,0,0,47,10,4.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,692,0,0,0,0,12,0,48,5.5,0,0,0,00:12.1,0,0,,0,0,0
19987,STAN,STAN,6,5,3,Mikal,Cingrani,ILB,Coverage,,,74,233,23,5,Chico,Chico,CA,Average,Average,C,A+,A,A-,B-,C+,C-,A,A+,B,A+,D-,F,A+,B,B+,A,F,F,D,D-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,65,0,0,0,0,1,0,0,0,0,0,0,01:16.7,0,0,,0,0,0
19988,PNST,PNST,3,2,2,Darius,Mauer,OT,Run Blocking,OG,Run Blocking,77,288,23,5,Pleasantville,Pleasantville,NJ,Average,Average,A,A+,B+,B,B-,A+,D+,A+,A-,A+,A+,A-,A+,A+,B,A+,A,C-,D+,B,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1165,10,4,0,0,12,0,3,0,0,0,0,46:47.0,0,0,,0,0,0
19988,PNST,PNST,4,3,2,Darius,Mauer,OT,Run Blocking,OG,Run Blocking,77,288,23,5,Pleasantville,Pleasantville,NJ,Average,Average,A,A+,B+,B,B-,A+,D+,A+,A-,A+,A+,A-,A+,A+,B,A+,A,C-,D+,B,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,1,2,0,0,10,0,0,0,0,0,0,00:29.0,0,0,,0,0,0
19988,PNST,PNST,4,2024,3,Darius,Mauer,OT,Run Blocking,OG,Run Blocking,77,288,23,5,Pleasantville,Pleasantville,NJ,Average,Average,A,A+,B+,B,B-,A+,D+,A+,A-,A+,A+,A-,A+,A+,B,A+,A,C-,D+,B,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,29:55.3,0,0,,0,0,0
19988,PNST,PNST,3,2023,3,Darius,Mauer,OT,Run Blocking,OG,Run Blocking,77,288,23,5,Pleasantville,Pleasantville,NJ,Average,Average,A,A+,B+,B,B-,A+,D+,A+,A-,A+,A+,A-,A+,A+,B,A+,A,C-,D+,B,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,1,0,0,1,0,0,0,0,0,0,42:30.3,0,0,,0,0,0
19988,PNST,PNST,5,4,2,Darius,Mauer,OT,Run Blocking,OG,Run Blocking,77,288,23,5,Pleasantville,Pleasantville,NJ,Average,Average,A,A+,B+,B,B-,A+,D+,A+,A-,A+,A+,A-,A+,A+,B,A+,A,C-,D+,B,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,17,0,0,0,11,0,0,0,0,0,0,05:14.3,0,0,,0,0,0
19988,PNST,PNST,5,4,3,Darius,Mauer,OT,Run Blocking,OG,Run Blocking,77,288,23,5,Pleasantville,Pleasantville,NJ,Average,Average,A,A+,B+,B,B-,A+,D+,A+,A-,A+,A+,A-,A+,A+,B,A+,A,C-,D+,B,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,1,0,0,0,4,0,0,0,0,0,0,00:39.9,0,0,,0,0,0
19988,PNST,PNST,6,5,2,Darius,Mauer,OT,Run Blocking,OG,Run Blocking,77,288,23,5,Pleasantville,Pleasantville,NJ,Average,Average,A,A+,B+,B,B-,A+,D+,A+,A-,A+,A+,A-,A+,A+,B,A+,A,C-,D+,B,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,15,0,0,0,12,0,0,0,0,0,0,02:55.6,0,0,,0,0,0
19988,PNST,PNST,6,5,3,Darius,Mauer,OT,Run Blocking,OG,Run Blocking,77,288,23,5,Pleasantville,Pleasantville,NJ,Average,Average,A,A+,B+,B,B-,A+,D+,A+,A-,A+,A+,A-,A+,A+,B,A+,A,C-,D+,B,C-,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,9,0,0,0,6,0,0,0,0,0,0,00:13.4,0,0,,0,0,0
19993,BYU,BYU,3,2,2,Caleb,Allen,FS,Zone Coverage,,,73,196,23,4,Portland,Sunset,OR,Average,Average,B+,B-,A,B,C,A+,C+,A+,B+,C+,B,D+,D,A+,B,A,C+,B-,C+,D-,C+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,3,0,1,0,0,0,0,29:32.6,0,0,,0,0,0
19993,BYU,BYU,4,3,2,Caleb,Allen,FS,Zone Coverage,,,73,196,23,4,Portland,Sunset,OR,Average,Average,B+,B-,A,B,C,A+,C+,A+,B+,C+,B,D+,D,A+,B,A,C+,B-,C+,D-,C+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,7,0,18,0,0,0,0,01:51.0,0,0,,0,0,0
19993,BYU,BYU,4,2024,3,Caleb,Allen,FS,Zone Coverage,,,73,196,23,4,Portland,Sunset,OR,Average,Average,B+,B-,A,B,C,A+,C+,A+,B+,C+,B,D+,D,A+,B,A,C+,B-,C+,D-,C+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,12:46.7,0,0,,0,0,0
19993,BYU,BYU,5,4,2,Caleb,Allen,FS,Zone Coverage,,,73,196,23,4,Portland,Sunset,OR,Average,Average,B+,B-,A,B,C,A+,C+,A+,B+,C+,B,D+,D,A+,B,A,C+,B-,C+,D-,C+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,12,0,56,0,0,0,0,00:21.2,0,0,,0,0,0
19993,BYU,BYU,5,4,3,Caleb,Allen,FS,Zone Coverage,,,73,196,23,4,Portland,Sunset,OR,Average,Average,B+,B-,A,B,C,A+,C+,A+,B+,C+,B,D+,D,A+,B,A,C+,B-,C+,D-,C+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,1,0,0,0,0,0,0,00:21.3,0,0,,0,0,0
19993,BYU,BYU,6,5,2,Caleb,Allen,FS,Zone Coverage,,,73,196,23,4,Portland,Sunset,OR,Average,Average,B+,B-,A,B,C,A+,C+,A+,B+,C+,B,D+,D,A+,B,A,C+,B-,C+,D-,C+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,7,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,267,20,0,266,0,0,0,0,801,0,0,0,0,12,0,53,0,0,0,0,02:51.6,0,0,,0,0,0
19993,BYU,BYU,6,5,3,Caleb,Allen,FS,Zone Coverage,,,73,196,23,4,Portland,Sunset,OR,Average,Average,B+,B-,A,B,C,A+,C+,A+,B+,C+,B,D+,D,A+,B,A,C+,B-,C+,D-,C+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0,7,0,0,0,0,71,0,0,0,0,1,0,0,0,0,0,0,01:30.6,0,0,,0,0,0
20004,NEB,NEB,4,3,2,Justin,Saint Fleur,WR,Possession,,,72,191,23,4,Modesto,Downey,CA,Average,Average,C-,B,C,B-,A+,A-,C,B,A-,A,C+,D,C-,B,B-,A+,C+,C,F,F,C+,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,4,0,0,0,0,0,0,00:04.8,0,0,,0,0,0
20004,NEB,NEB,5,4,2,Justin,Saint Fleur,WR,Possession,,,72,191,23,4,Modesto,Downey,CA,Average,Average,C-,B,C,B-,A+,A-,C,B,A-,A,C+,D,C-,B,B-,A+,C+,C,F,F,C+,0,0,,0,0,0,0,0,0,0,2,9,0,0,8,24,22,236,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,12,0,0,4.5,0,10.727272727272727,0,01:20.2,0,0,,0,0,0
