RecruitID,First Name,Last Name,Weight,,,,,,,,
112252,Phillip,Thomas,237,,,,,,,,
109339,Gerald,Dimalanta,215,,,,,,,,
112066,Samuel,Patel,296,,,,,,,,
112740,Raul,Lazo,287,,,,,,,,
110881,Steven,Miller,279,,,,,,,,
112890,Melvin,Johnson,299,,,,,,,,
110232,Joseph,Martin,283,,,,,,,,
113391,Jerry,Augustus,181,,,,,,,,
112198,John,Parr,212,,,,,,,,
114874,Eun,Patel,247,,,,,,,,
111343,Kevin,Sargent,184,,,,,,,,
111693,David,Walker,202,,,,,,,,
112159,Brian,Brown,292,,,,,,,,
108989,Isaac,Dumas,221,,,,,,,,
113008,Dwight,Crawford,219,,,,,,,,
109959,Michael,Lawless,240,,,,,,,,
110327,Karl,Smith,287,,,,,,,,
114650,Charles,Green,205,,,,,,,,
110516,Norris,Frazier,280,,,,,,,,
114441,Tuan,Guevarra,199,,,,,,,,
111977,Calvin,Hodge,183,,,,,,,,
109807,Herman,Saenz,271,,,,,,,,
108914,Arturo,Martinez,206,,,,,,,,
113562,Katarzyna,Hatch,276,,,,,,,,
109398,Martin,Alvarez,210,,,,,,,,
110462,Ivan,Justice,199,,,,,,,,
114376,Robert,Wiernik,217,,,,,,,,
114255,Richard,Macomber,234,,,,,,,,
111583,Keith,Stockman,192,,,,,,,,
108508,Daniel,Ewing,219,,,,,,,,
112376,Sam,Robinson,193,,,,,,,,
112138,Leonard,Baker,219,,,,,,,,
113871,Clint,Son,190,,,,,,,,
108789,Steven,Luecke,193,,,,,,,,
108831,Edwin,Green,281,,,,,,,,
110013,William,Stuckey,236,,,,,,,,
109899,Rick,Whaley,236,,,,,,,,
111168,Kevin,Long,190,,,,,,,,
110974,Gregory,Olsen,240,,,,,,,,
113743,John,Rossi,281,,,,,,,,
110229,Gerald,Cooper,190,,,,,,,,
109194,Karl,Kitzmiller,295,,,,,,,,
114234,Jose,Holmberg,308,,,,,,,,
109560,Joseph,Santiago,192,,,,,,,,
112124,Daniel,Ratchford,216,,,,,,,,
108763,Craig,Sperry,215,,,,,,,,
109040,Jerome,Legros,225,,,,,,,,
111847,Murray,Banbury,291,,,,,,,,
110001,Patrick,Banks,189,,,,,,,,
113580,Joe,Collins,201,,,,,,,,
113602,Randall,Cousins,283,,,,,,,,
110461,Brandon,Day,248,,,,,,,,
110697,Russell,Hammer,230,,,,,,,,
114661,James,Todd,282,,,,,,,,
109611,Steve,Post,221,,,,,,,,
108575,Andrew,Thacker,215,,,,,,,,
109872,Jorge,Calderon,294,,,,,,,,
114433,Edward,Phelps,240,,,,,,,,
110149,Lee,Benedict,317,,,,,,,,
109260,Kurt,Jackson,297,,,,,,,,
114424,Jeffrey,Stroud,216,,,,,,,,
111709,William,Perrone,292,,,,,,,,
111126,Edwin,Merriweather,193,,,,,,,,
111586,Andrew,Bartley,311,,,,,,,,
114697,John,Ahles,194,,,,,,,,
108468,Stephen,Rallis,187,,,,,,,,
112792,David,Leason,280,,,,,,,,
113551,Gary,Rickson,232,,,,,,,,
114337,Michael,Galpin,299,,,,,,,,
109925,Wilbert,Harper,192,,,,,,,,
110852,Kevin,Zhuang,292,,,,,,,,
112814,Larry,Harris,188,,,,,,,,
110781,Chi,Karki,203,,,,,,,,
108791,Christopher,Dwyer,212,,,,,,,,
110983,Richard,Cutsforth,197,,,,,,,,
113834,Tom,Jones,232,,,,,,,,
108780,Chester,Luong,217,,,,,,,,
109216,Jesus,Lucas,317,,,,,,,,
111135,Clinton,Whitsett,286,,,,,,,,
110778,Mark,Viloria,212,,,,,,,,
110095,Brian,Corbin,175,,,,,,,,
113953,Jose,Pina,216,,,,,,,,
108908,Kenneth,Beavers,273,,,,,,,,
111422,Kevin,Hannah,227,,,,,,,,
109778,Eduardo,Villanueva,192,,,,,,,,
111669,Edward,Freeman,296,,,,,,,,
112759,Nelson,Mcclendon,231,,,,,,,,
110300,Roger,Taggart,280,,,,,,,,
110549,Gerald,Birdsong,176,,,,,,,,
114370,Ellis,Alleyne,196,,,,,,,,
114497,Alan,Tucker,236,,,,,,,,
111079,Michael,Rowland,225,,,,,,,,
113200,Frederick,Royal,231,,,,,,,,
111362,Robert,Carmack,208,,,,,,,,
109122,Henry,Marie,207,,,,,,,,
109353,Lawrence,Johnson,277,,,,,,,,
114202,Michael,Jetter,276,,,,,,,,
110999,Jesse,Mccall,278,,,,,,,,
108502,Ravi,Benitez,210,,,,,,,,
113038,Bryce,Shoults,296,,,,,,,,
114752,Christopher,Copeland,197,,,,,,,,
110987,Stephen,Bergkamp,227,,,,,,,,
109287,Joseph,Storrs,279,,,,,,,,
109603,Morris,Poore,283,,,,,,,,
109230,Anthony,Price,292,,,,,,,,
110481,David,Deshmukh,247,,,,,,,,
109162,Mark,Sellers,239,,,,,,,,
114446,Wayne,Dykes,288,,,,,,,,
111310,Gary,Steigler,292,,,,,,,,
112591,Daniel,Xiong,245,,,,,,,,
112257,Michael,Zimmerman,222,,,,,,,,
110120,Robert,Sampson,203,,,,,,,,
110664,Ryan,Totton,245,,,,,,,,
113210,Christopher,Belcher,286,,,,,,,,
110411,Enrique,Mendoza,220,,,,,,,,
108808,Andrew,Crawford,296,,,,,,,,
112900,Craig,Stefka,234,,,,,,,,
112726,Anthony,Scott,293,,,,,,,,
114853,Gregory,Ballentine,190,,,,,,,,
111392,Brian,Slawinski,227,,,,,,,,
114356,Damian,Cannon,196,,,,,,,,
109113,Vivek,Luo,218,,,,,,,,
111680,Leonard,Atanacio,206,,,,,,,,
108761,Ryan,Keeney,294,,,,,,,,
111441,Leonard,Reed,305,,,,,,,,
113840,John,Burgess,218,,,,,,,,
114282,Donald,Mann,283,,,,,,,,
111640,John,Green,218,,,,,,,,
109038,Charles,Pearce,271,,,,,,,,
114151,Phong,Mcconnell,222,,,,,,,,
109357,Keith,Thibodeaux,222,,,,,,,,
110935,Timothy,Murray,204,,,,,,,,
110731,Willie,Bridges,202,,,,,,,,
109563,Ryan,Matthews,196,,,,,,,,
109331,Mark,Berger,192,,,,,,,,
112332,Willie,Daniel,283,,,,,,,,
113066,Martin,Rivera,237,,,,,,,,
111769,Edward,Mclean,203,,,,,,,,
108843,William,Turner,289,,,,,,,,
108570,Richard,Gonzalez,282,,,,,,,,
112655,Thomas,Austin,285,,,,,,,,
109388,Willie,Jones,241,,,,,,,,
109221,Charles,Manning,219,,,,,,,,
111794,Robert,Allocca,289,,,,,,,,
113998,Tad,Williams,292,,,,,,,,
110322,Bob,Goodwin,224,,,,,,,,
114500,Scott,Lopez,212,,,,,,,,
110140,Kelvin,Majette,237,,,,,,,,
114140,Michael,Glasgow,315,,,,,,,,
114889,Jung,Nguyen,249,,,,,,,,
113238,William,Lang,215,,,,,,,,
112108,Jesus,Martinez,230,,,,,,,,
114507,John,Hunter,197,,,,,,,,
112572,Edward,Hansen,219,,,,,,,,
112131,Walter,Lange,281,,,,,,,,
109651,Brian,Tabbert,197,,,,,,,,
109529,Harry,Wilcox,221,,,,,,,,
111587,Octavio,Pina,238,,,,,,,,
108932,Timothy,Younglove,219,,,,,,,,
113659,Norbert,Cox,206,,,,,,,,
109271,Harjinder,Bondoc,223,,,,,,,,
114085,Michael,Eichelberger,237,,,,,,,,
114119,Scott,Paquette,196,,,,,,,,
114138,Randy,Barnett,205,,,,,,,,
114316,Henry,Cola,207,,,,,,,,
113803,George,Nelson,207,,,,,,,,
112134,Denver,Smith,242,,,,,,,,
110543,Roger,Young,206,,,,,,,,
112628,Harry,Fields,221,,,,,,,,
110740,Gerald,Elbert,191,,,,,,,,
112330,Luis,Orozco,200,,,,,,,,
111334,Chris,Steger,245,,,,,,,,
112556,Matthew,Tolson,244,,,,,,,,
114367,Keith,Johnson,291,,,,,,,,
109638,Viktor,Deets,238,,,,,,,,
114483,Anthony,Chavarin,243,,,,,,,,
111323,Omar,Yuen,229,,,,,,,,
112970,Jeremy,Schrack,188,,,,,,,,
110725,Gregory,Floyd,205,,,,,,,,
112631,Christopher,Hawkins,282,,,,,,,,
111674,Kevin,Bartlett,229,,,,,,,,
114125,Justin,Mccree,293,,,,,,,,
112319,Kenneth,Henricks,235,,,,,,,,
110056,Shane,Clark,184,,,,,,,,
114152,Todd,Bash,283,,,,,,,,
113677,David,Ritter,202,,,,,,,,
108936,Jeffrey,Gutierrez,209,,,,,,,,
110755,Roger,Steller,269,,,,,,,,
114169,David,Widick,289,,,,,,,,
113624,Alfredo,Hooper,222,,,,,,,,
112098,William,Benoit,249,,,,,,,,
109163,Mark,Cardenas,277,,,,,,,,
109886,Carl,Dempsey,236,,,,,,,,
110892,James,Brinkley,181,,,,,,,,
113917,Rafael,Vargas,235,,,,,,,,
108799,Abel,Seabrook,307,,,,,,,,
111351,Min,Lee,297,,,,,,,,
113569,Gonzalo,Santana,184,,,,,,,,
112574,Bernard,Mcintyre,307,,,,,,,,
114696,Robert,Corley,297,,,,,,,,
110936,George,Stokes,223,,,,,,,,
111541,Lucas,Ferguson,176,,,,,,,,
111641,Ronald,Feehan,220,,,,,,,,
109088,Gerald,Brown,283,,,,,,,,
112846,Ahmed,Rogers,185,,,,,,,,
111720,Michael,Lovinsky,255,,,,,,,,
113889,Robert,Fischer,297,,,,,,,,
111872,Phillip,Ornduff,218,,,,,,,,
111942,Brandon,Pierce,209,,,,,,,,
113533,Hyun,Tran,188,,,,,,,,
112121,Clemente,Marquez,249,,,,,,,,
110737,William,Hogue,186,,,,,,,,
109979,Lawrence,Cheney,222,,,,,,,,
112184,William,Duffield,283,,,,,,,,
111507,James,Breashears,209,,,,,,,,
112480,Carlos,Delgado,227,,,,,,,,
110031,Myong,Vue,232,,,,,,,,
112460,Patrick,Grimes,240,,,,,,,,
113820,James,Smith,233,,,,,,,,
113068,Kurt,Heller,193,,,,,,,,
108907,Darin,Yassin,235,,,,,,,,
109725,Curtis,Powell,201,,,,,,,,
111868,John,Gresham,291,,,,,,,,
112487,Danilo,Chiao,187,,,,,,,,
111210,Steve,Chu,254,,,,,,,,
113271,Shaun,Schooley,297,,,,,,,,
109433,James,Yates,188,,,,,,,,
111956,James,Patterson,238,,,,,,,,
111665,Rodney,Brown,289,,,,,,,,
112627,David,Linton,289,,,,,,,,
108902,Kevin,Hanke,248,,,,,,,,
108679,Kelvin,Brown,247,,,,,,,,
112366,Thomas,Jones,221,,,,,,,,
113496,Dominic,Grant,195,,,,,,,,
114366,Andres,Urzua,226,,,,,,,,
113197,Stephen,Simmons,187,,,,,,,,
113394,Arturo,Florian,208,,,,,,,,
110110,Jeffrey,Buckley,245,,,,,,,,
109112,Francisco,Chavez,188,,,,,,,,
111100,Gary,Dey,196,,,,,,,,
113127,Cesar,Flores,290,,,,,,,,
114464,Nathan,Imbrogno,245,,,,,,,,
109805,Daniel,Lang,294,,,,,,,,
111049,Tyrone,Thompson,223,,,,,,,,
111703,Horace,Williams,231,,,,,,,,
112891,Alan,Workman,217,,,,,,,,
109649,Patrick,Toh,280,,,,,,,,
114257,Christopher,Davis,223,,,,,,,,
108890,Andre,Beard,278,,,,,,,,
110676,Christopher,Engelke,288,,,,,,,,
114351,Donald,Mendoza,295,,,,,,,,
114032,Billy,Dick,180,,,,,,,,
114933,Roger,Holsworth,278,,,,,,,,
112482,Albert,Hodge,192,,,,,,,,
109265,Ronald,Slaughter,222,,,,,,,,
109031,Charles,Wine,218,,,,,,,,
111575,James,Vickery,209,,,,,,,,
114076,Jon,Reynolds,231,,,,,,,,
110506,Michael,Symanski,232,,,,,,,,
112906,Jeffrey,Honaker,295,,,,,,,,
109830,Adrian,Shaw,240,,,,,,,,
110038,Albert,Renfro,270,,,,,,,,
114945,Mark,Neal,228,,,,,,,,
111933,Matthew,Trivette,248,,,,,,,,
109187,Martin,Francis,236,,,,,,,,
109430,Ganesh,Tao,190,,,,,,,,
112977,Chris,Marcy,188,,,,,,,,
110861,Ryan,Henry,279,,,,,,,,
112132,Johnny,Sellars,189,,,,,,,,
109390,Oscar,Wise,242,,,,,,,,
109595,Francis,Wright,231,,,,,,,,
113739,John,Wiegand,281,,,,,,,,
110326,Cody,Relihan,203,,,,,,,,
113137,Juan,Flores,191,,,,,,,,
108557,Jeffrey,Barnes,193,,,,,,,,
112772,Sanford,Porter,271,,,,,,,,
110581,Donald,Bateman,188,,,,,,,,
112940,Curtis,Creal,204,,,,,,,,
111382,James,Diallo,279,,,,,,,,
111650,Horace,Stubbs,232,,,,,,,,
114715,Jose,Delatorre,253,,,,,,,,
110366,Jeremy,Weikle,247,,,,,,,,
109382,Carlos,Hernandez,243,,,,,,,,
112395,Kevin,Kagel,197,,,,,,,,
110560,Robert,Willis,230,,,,,,,,
114455,Edward,Baek,182,,,,,,,,
114458,Woon,Patel,195,,,,,,,,
113172,Thanh,Kannan,181,,,,,,,,
113351,Octavio,Plata,188,,,,,,,,
113297,Carlos,Prendes,288,,,,,,,,
112288,Eugene,Kline,194,,,,,,,,
111978,Dan,Mencke,226,,,,,,,,
114909,Thomas,Ho,174,,,,,,,,
109664,Chadwick,Hakim,225,,,,,,,,
110438,Kenneth,Ridge,175,,,,,,,,
110437,Andrew,Watson,187,,,,,,,,
110910,Michael,Haag,230,,,,,,,,
110377,David,Thompson,284,,,,,,,,
108594,Gary,Grubb,287,,,,,,,,
109809,Gordon,Yetter,290,,,,,,,,
114344,Otis,Flowers,219,,,,,,,,
108878,Matt,Nielsen,294,,,,,,,,
113699,Rosendo,Diaz,220,,,,,,,,
113946,John,Semple,228,,,,,,,,
112268,Alain,Bryan,227,,,,,,,,
110098,Michael,Lencioni,232,,,,,,,,
109340,Roy,Murphy,187,,,,,,,,
109361,An,Booth,310,,,,,,,,
112412,Drew,Dunn,298,,,,,,,,
114039,Thomas,Williamson,288,,,,,,,,
109628,Ke,Johnson,197,,,,,,,,
111765,Bruno,Englehart,288,,,,,,,,
112265,Robert,Bates,279,,,,,,,,
108595,Bryan,Maden,205,,,,,,,,
108952,Walter,Washington,291,,,,,,,,
111560,Art,Becraft,227,,,,,,,,
110404,Patrick,Chevalier,279,,,,,,,,
113595,Jerald,Hajek,254,,,,,,,,
110025,Clayton,Whichard,288,,,,,,,,
111127,Calvin,Bell,241,,,,,,,,
114343,Manish,Tang,220,,,,,,,,
110923,Garrett,Hirsch,216,,,,,,,,
112535,Sherman,Boyd,233,,,,,,,,
109635,Juan,Zambrano,250,,,,,,,,
112680,Hector,Barnett,222,,,,,,,,
112430,Rolando,Campos,204,,,,,,,,
113799,Ronald,Williams,242,,,,,,,,
111946,Thomas,Krings,222,,,,,,,,
113863,Philip,Adams,251,,,,,,,,
114334,Ray,Gates,237,,,,,,,,
112807,Andres,Martinez,251,,,,,,,,
113873,Donald,Pittman,290,,,,,,,,
111993,Clinton,Kinnaman,212,,,,,,,,
110513,Ronald,Martin,248,,,,,,,,
112638,Robert,Daron,272,,,,,,,,
112333,Robert,Snyder,236,,,,,,,,
112516,Stephen,Altizer,296,,,,,,,,
110075,Kavitha,Thach,235,,,,,,,,
109828,Epifanio,Ochoa,288,,,,,,,,
112302,Tadeusz,Mohr,225,,,,,,,,
110841,Travis,Cleveland,286,,,,,,,,
110243,Barry,Brackenridge,237,,,,,,,,
114605,Kenneth,Scott,279,,,,,,,,
112036,Oscar,Keys,252,,,,,,,,
114197,John,Schuetz,286,,,,,,,,
111613,Isaac,Brodnax,218,,,,,,,,
112613,Billy,Baccus,236,,,,,,,,
111840,Kent,Gessler,296,,,,,,,,
